category,rating,name,state
Recreation Centers,3.6,Sungai Chua Food & Sports Centre,Selangor
Gyms & Studios,4.6,Anytime Fitness Seksyen 9 Shah Alam,Selangor
Recreation Centers,4.2,Lavana Sports Centre,Kuala Lumpur
Gyms & Studios,4.3,Hyperflex Fitness,Selangor
Ball Sports,4.1,DO ARENA 163,Kuala Lumpur
Gyms & Studios,4.9,The Little Gym of Petaling Jaya,Selangor
Golf & Driving Ranges,4.0,Kelab Golf Seri Selangor,Selangor
Gyms & Studios,4.5,Synergy Fitness Puchong,Selangor
Golf & Driving Ranges,3.9,Kulim Golf & Country Resort,Kedah
Fishing & Hunting,4.1,TCE Tackles Sdn Bhd,Other
Gyms & Studios,3.7,Anytime Fitness Nexis,Selangor
Golf & Driving Ranges,4.4,Kota Seriemas Golf & Country Club,Negeri Sembilan
Fishing & Hunting,3.8,TCE Tackles Bukit Indah,Johor
Gyms & Studios,4.4,FLYPROJECT - DC Mall,Kuala Lumpur
Gyms & Studios,4.5,Fitworx Fitness Centre @ Bukit Jelutong,Selangor
Martial Arts & Dojos,4.9,Kambiz Warriors Gym,Selangor
Gyms & Studios,3.9,Angelus Fitness Stapok,Sarawak
Gyms & Studios,4.9,Ultimate Gym - serious fitness,Kuala Lumpur
Gyms & Studios,4.2,Borneo Hardcore Gym,Sabah
Fishing & Hunting,4.6,Xin Cheng Enterprise,Sarawak
Golf & Driving Ranges,4.1,MST Golf Super Store Subang Jaya,Selangor
Gyms & Studios,4.0,Enrich Fitness,Selangor
Gyms & Studios,4.4,Team Powerhouse Fitness,Penang
Gyms & Studios,4.7,The Little Gym of Subang Jaya,Selangor
Gyms & Studios,4.4,Bodywork Fitness Centre,Perak
Gyms & Studios,4.3,Fitwhey Gym Malim,Melaka
Gyms & Studios,4.3,I-Gym Fitness,Sarawak
Fishing & Hunting,3.9,Nine Three Three Fishing Tackle Shop,Johor
Fishing & Hunting,4.4,Fishingline Tackle,Johor
Gyms & Studios,4.7,Camp5 Climbing Gym Paradigm,Johor
Skating & Rinks,4.3,Skatepark Bukit Kiara - Jabatan Belia & Sukan WP Kuala Lumpur,Kuala Lumpur
Other Outdoor & Lawn Sports,3.9,Sinamax Badminton Court,Selangor
Fishing & Hunting,4.3,Sport Line Pro Fishing Shop,Selangor
Water & Aquatic Sports,4.5,Vitesse Swim School (Seremban Swimming Lesson),Negeri Sembilan
Gyms & Studios,4.4,Permata Gym Resources,Selangor
Saunas & Spas,3.8,52 Forest Sauna & Massage,Kuala Lumpur
Recreation Centers,4.2,Kolam Air Panas La ( La Hot Springs),Terengganu
Gyms & Studios,4.0,Celebrity Fitness Gym - Main Place,Selangor
Other Outdoor & Lawn Sports,4.3,Puchong Sport Center,Selangor
Gyms & Studios,4.7,The Underdogs Strength & Conditioning,Other
Gyms & Studios,3.8,Fitness First Gym - IOI Mall Puchong,Selangor
Recreation Centers,4.2,The Malacca Club,Melaka
Golf & Driving Ranges,3.9,Bukit Jalil Golf & Country Resort,Kuala Lumpur
Fishing & Hunting,4.7,Moon Fishing Tackle,Selangor
Gyms & Studios,4.4,JuaraGym,Sabah
Fishing & Hunting,4.2,TCE Tackles Sdn Bhd,Kelantan
Gyms & Studios,4.2,iGP Fitness Centre,Johor
Gyms & Studios,4.3,FastTrack Gym & Fitness Centre,Kuala Lumpur
Recreation Centers,3.8,South Kedah Chinese Recreation Club,Kedah
Fishing & Hunting,3.9,Rumah Rakit Pak Itam,Selangor
Fishing & Hunting,4.0,TCE Tackles Sdn Bhd,Negeri Sembilan
Gyms & Studios,4.7,Camp5 Climbing Gym KL Eco City,Kuala Lumpur
Gyms & Studios,4.6,COLOSSEUM GYM,Johor
Recreation Centers,4.1,X Park Sunway South Quay,Selangor
Gyms & Studios,4.4,Fitness Arena,Perak
Other Outdoor & Lawn Sports,4.0,Sunsuria-Pioneer Badminton Hall,Selangor
Golf & Driving Ranges,4.0,Nilai Springs Golf & Country Club,Negeri Sembilan
Gyms & Studios,4.4,Level Up Fitness Xpress Town Square,Sarawak
Other Outdoor & Lawn Sports,4.4,Duta Squash Court,Kuala Lumpur
Gyms & Studios,4.8,"Gympark Fitness, Bandar Puteri",Selangor
Skating & Rinks,4.4,Blue Ice Skating Rink @ Paradigm Mall Johor Bahru,Johor
Recreation Centers,3.9,Kompleks Sukan Kota Belud,Sabah
Gyms & Studios,4.9,6 PAX FITNESS CENTRE JB,Johor
Recreation Centers,4.7,CHK Arena 赞化阁运动中心,Other
Fishing & Hunting,5.0,TCE Tackles Sdn Bhd,Terengganu
Gyms & Studios,4.9,Flash Fitness Gym & Sports Centre,Melaka
Saunas & Spas,4.7,Billion Onsen & Aesthetics - Luxury Spa Kuala Lumpur,Kuala Lumpur
Fishing & Hunting,4.7,"Rahman saudagar umpan Udang, Sotong, & Belanak Hidup",Negeri Sembilan
Fishing & Hunting,3.7,TCE Tackles Sdn Bhd,Kedah
Gyms & Studios,4.8,Anytime Fitness Boulevard Kajang,Selangor
Gyms & Studios,4.8,24-Hour Gym: Anytime Fitness Bandar Puteri Puchong @ IOI Rio,Selangor
Gyms & Studios,4.8,F1 FITNESS KUANTAN,Pahang
Gyms & Studios,4.9,Gym Box - #1 Biggest Gym at Setapak,Kuala Lumpur
Fishing & Hunting,4.3,Utama Farm Prawning,Selangor
Gyms & Studios,4.8,Anytime Fitness Sri Damansara,Kuala Lumpur
Gyms & Studios,4.5,Anytime Fitness Mount Austin,Johor
Recreation Centers,3.9,IOI Sports Centre,Putrajaya
Recreation Centers,4.5,Seriemas SportsPlex,Negeri Sembilan
Gyms & Studios,4.8,Real Fitness,Selangor
Gyms & Studios,4.5,Blitz Gym,Selangor
Skating & Rinks,4.3,Icescape,Putrajaya
Fishing & Hunting,4.5,Rumah Rakit Maraie Kg Padang Rumbia,Pahang
Golf & Driving Ranges,4.2,Kelab Golf Negara Subang,Selangor
Gyms & Studios,4.7,Suria Strong Fit Gym,Johor
Recreation Centers,4.7,Bubble Sports Complex Tebrau,Johor
Gyms & Studios,4.4,GoFit - Plaza Mont Kiara,Kuala Lumpur
Gyms & Studios,3.2,Fitness First Gym – 1 Mont Kiara,Kuala Lumpur
Gyms & Studios,4.9,Good Juju Barbell Club,Kuala Lumpur
Gyms & Studios,5.0,The One Fitness,Kuala Lumpur
Other Outdoor & Lawn Sports,4.6,Pickle Social Club,Kuala Lumpur
Gyms & Studios,4.5,BHub Bouldering,Selangor
Gyms & Studios,4.3,BUMP Bouldering Pavilion Bukit Jalil,Kuala Lumpur
Gyms & Studios,2.3,Anytime Fitness Ara Damansara (Dana13),Selangor
Gyms & Studios,3.8,Anytime Fitness Megah Rise,Selangor
Gyms & Studios,5.0,Lepak Gym,Selangor
Gyms & Studios,4.9,Fitnacle Kota Kemuning,Selangor
Gyms & Studios,4.9,Kampung Gym (Austin),Johor
Gyms & Studios,4.7,The Flow Studio - Yoga & Pilates | Bangsar,Kuala Lumpur
Gyms & Studios,4.8,Level Up Fitness Xpress Metrocity (24-Hour Gym),Sarawak
Recreation Centers,4.2,GoTeam Sports Complex,Selangor
Gyms & Studios,5.0,Believe Fitness Jaya Shopping Center,Selangor
Gyms & Studios,4.6,Anytime Fitness Bukit Bintang,Kuala Lumpur
Gyms & Studios,4.5,Anytime Fitness Jalan Ampang,Kuala Lumpur
Gyms & Studios,4.9,PUMP FITNESS KL,Kuala Lumpur
Gyms & Studios,4.8,Maxout Fitness PRO SERIES ( Bukit Mertajam ),Other
Gyms & Studios,4.9,TNT Fitness Pro,Selangor
Gyms & Studios,5.0,PUMP FITNESS SUBANG,Selangor
Gyms & Studios,4.9,"Republic Fitness KK, Centre Point Sabah",Sabah
Gyms & Studios,4.7,"24-Hour Gym: Anytime Fitness 16 Sierra Puchong, Sierra Fresco.",Selangor
Gyms & Studios,4.6,Jal Yoga Malaysia (Megah Rise Studio),Selangor
Golf & Driving Ranges,4.1,The Club Driving Range,Selangor
Gyms & Studios,4.3,R3 Fitness,Johor
Fishing & Hunting,4.3,TCE Tackles Sdn Bhd,Other
Fishing & Hunting,4.5,Sion Lee Trading Company,Sarawak
Other Outdoor & Lawn Sports,4.0,Champion Badminton Court,Selangor
Water & Aquatic Sports,4.3,Rainbow Runner Asia Sdn. Bhd,Selangor
Recreation Centers,4.6,Shark Fin Swim Academy,Selangor
Gyms & Studios,5.0,Jumpa D'Gym,Putrajaya
Other Outdoor & Lawn Sports,4.6,M SPORTS ARENA,Kuala Lumpur
Team Sports & Fields,4.4,"LaVista Arena, Bangi Resort Hotel",Selangor
Team Sports & Fields,4.5,Tops Arena Empire,Kuala Lumpur
Team Sports & Fields,4.3,Alpha Badminton Complex Bukit Serdang,Selangor
Team Sports & Fields,4.3,Setapak Badminton Centre,Kuala Lumpur
Other Outdoor & Lawn Sports,3.9,Optima Utama Sport Center,Selangor
Team Sports & Fields,4.3,CPS Serdang Badminton Centre,Selangor
Other Outdoor & Lawn Sports,4.5,Pusat Badminton 148,Pahang
Recreation Centers,4.4,One Tiger Arena,Selangor
Recreation Centers,4.1,Matrik Shuttle Court,Kuala Lumpur
Other Outdoor & Lawn Sports,4.7,Dewan Badminton Cikgu Nie,Kelantan
Other Outdoor & Lawn Sports,4.8,Satellite Sports Tampoi JB,Johor
Fishing & Hunting,4.7,TCE Tackles Sdn Bhd,Melaka
Fishing & Hunting,4.3,Kolam Pancing NSS Fishing Village 渔你同乐,Melaka
Fishing & Hunting,4.6,1stopfishing Bahau,Negeri Sembilan
Fishing & Hunting,4.5,TCE Tackles Sdn Bhd,Other
Fishing & Hunting,5.0,Ultralight Anglers Fishing Tackle,Perak
Fishing & Hunting,4.4,TCE Tackles Sdn Bhd,Selangor
Fishing & Hunting,5.0,Umpan udang hidup Kg Keluncur,Kedah
Fishing & Hunting,4.8,TCE Tackles Sdn Bhd,Kedah
Fishing & Hunting,4.7,TCE Tackles Sdn Bhd,Kedah
Fishing & Hunting,4.4,TCE Tackles Sdn Bhd,Sabah
Recreation Centers,4.4,Ha Megah Sports Arena (UNITEN),Selangor
Fishing & Hunting,4.2,Kolam Pancing Hari Hari Lai ( 天天来钓虾场),Selangor
Gyms & Studios,4.4,DFZ THE GYM,Johor
Gyms & Studios,4.7,Sweat Sweet Fit Ladies GYM & FITNESS CENTRE (Kulai),Johor
Gyms & Studios,4.8,Hypertrophy Maniac Gym & Fitness,Selangor
Gyms & Studios,4.7,Musclehub,Selangor
Gyms & Studios,4.6,Gym First @ XPark Tambun,Perak
Gyms & Studios,4.1,Core Fit Gym & Fitness Juru,Other
Gyms & Studios,4.8,Kyro Fitness Bundusan,Sabah
Recreation Centers,4.1,Aisyadelia Cottage Sandakan,Sabah
Gyms & Studios,3.9,Anytime Fitness Setia Alam - The Forum,Selangor
Recreation Centers,4.0,Bijak bersatu,Johor
Team Sports & Fields,4.9,KTC7 Mini Football Gong Badak,Terengganu
Gyms & Studios,4.9,Third Space Pilates - Pulau Tikus,Other
Gyms & Studios,4.9,Line Pilates & Academy,Kuala Lumpur
Recreation Centers,4.7,Kizsports & Gym @ Lotus’s Cheras,Kuala Lumpur
Recreation Centers,4.8,Kopikids Playcafe,Kedah
Saunas & Spas,3.9,BANGKOK SPA TAMAN SENTOSA,Johor
Other Outdoor & Lawn Sports,4.3,Anson Sport Centre,Perak
Fishing & Hunting,4.1,Kolam Pancing Udang Puchong 钓虾场 蒲种,Selangor
Team Sports & Fields,4.2,Gardens Arena,Selangor
Gyms & Studios,3.9,Flyproject - (Kapas Heights),Kuala Lumpur
Gyms & Studios,4.8,MUTANT LAB,Kuala Lumpur
Fishing & Hunting,5.0,Kolam Memancing Udang Harimau Ampangan,Negeri Sembilan
Fishing & Hunting,3.7,Pusat Memancing & Rekreasi A&A,Johor
Other Outdoor & Lawn Sports,4.2,Naam Kheung Cheras Badminton Centre,Kuala Lumpur
Gyms & Studios,4.0,Fitness First Gym - Avenue K,Kuala Lumpur
Team Sports & Fields,4.3,Kedah Badminton Association,Kedah
Fishing & Hunting,4.4,TCE Tackles Sdn Bhd,Other
Fishing & Hunting,4.6,W Fishing Station,Kuala Lumpur
Gyms & Studios,5.0,Curves Setia Alam,Selangor
Gyms & Studios,3.5,Celebrity Fitness Lotus’s Kepong,Kuala Lumpur
Recreation Centers,4.2,Manjung Indoor Sports Arena,Perak
Golf & Driving Ranges,3.9,MST Golf Pro Shop Glenmarie GCC,Selangor
Recreation Centers,4.8,Hi5 MYY,Sarawak
Gyms & Studios,4.6,Camp5 Climbing Gym,Selangor
Recreation Centers,3.8,Sport Complex Grand Kampar,Perak
Recreation Centers,4.0,Beach Republic,Sarawak
Gyms & Studios,4.4,Echogym Centre,Selangor
Gyms & Studios,4.8,Kompleks Sukan UNISEL,Selangor
Recreation Centers,4.1,Semambu Badminton Centre,Pahang
Fishing & Hunting,3.8,Northern Pro Tackle sdn bhd ( sungai petani ),Kedah
Ball Sports,4.2,UTC Sabah Futsal Court,Sabah
Recreation Centers,4.1,Sports Arena Puchong,Selangor
Team Sports & Fields,4.4,Sukan Arena Kuantan,Pahang
Gyms & Studios,4.6,VI FITNESS,Negeri Sembilan
Team Sports & Fields,4.1,"Manjung Badminton Club ( Manjung Point, Seri Manjung, Perak )",Perak
Recreation Centers,4.0,Permas Sports Complex,Johor
Fishing & Hunting,4.5,TCE Tackles Sdn Bhd,Sabah
Team Sports & Fields,4.1,Drago Arena Football Field,Melaka
Gyms & Studios,5.0,Atlantis Fitness Studio,Kuala Lumpur
Team Sports & Fields,4.7,SJK(C) Sungai Buloh Badminton Centre,Selangor
Fishing & Hunting,4.7,Epifisherman Boat Charter,Selangor
Team Sports & Fields,3.0,CPS Rawang Badminton Hall,Selangor
Other Outdoor & Lawn Sports,4.0,Pickle World,Selangor
Gyms & Studios,3.9,Zelka Sports Centre,Selangor
Gyms & Studios,3.9,Celebrity Fitness Gym - 1 Utama,Selangor
Gyms & Studios,5.0,KBOUNCE K-Style Spinning Johor (The Superhuman Project Sdn Bhd),Johor
Gyms & Studios,4.7,24-Hour Gym: Anytime Fitness Quayside Mall Gamuda Kemuning,Selangor
Golf & Driving Ranges,5.0,Airon Golf Driving Range @ Marina Island Lumut,Perak
Recreation Centers,4.1,Kompleks Sukan Bangsar,Kuala Lumpur
Gyms & Studios,4.0,Fitworx Fitness Studio @ Denai Alam,Selangor
Fishing & Hunting,4.3,"Kolam Pancing Udang Harimau Taman Perling, JB.",Johor
Gyms & Studios,4.1,Anytime Fitness SqWhere Sungai Buloh,Selangor
Gyms & Studios,5.0,Gentle Pilates & Prenatal Postnatal Pilates,Selangor
Gyms & Studios,4.6,PWRHOUSE Fitness Studio @ Hartamas,Kuala Lumpur
Gyms & Studios,4.7,TRIBE Boxing Studio - Mont Kiara (MK),Kuala Lumpur
Recreation Centers,4.0,Futsal Future Sport Centre,Penang
Fishing & Hunting,4.2,TCE Tackles Sdn Bhd,Kedah
Gyms & Studios,4.6,The Kingdom Fitness,Other
Fishing & Hunting,4.2,Kolam Pancing Seksyen 24,Selangor
Fishing & Hunting,3.6,FISHING KINGDOM SG BURUNG,Perak
Recreation Centers,4.6,Sports Arena @ UNITEN,Selangor
Fishing & Hunting,5.0,Kolam Pancing Fish Garden 2,Selangor
Gyms & Studios,4.6,Babel TTDI,Kuala Lumpur
Fishing & Hunting,4.3,TCE Tackles Sdn Bhd,Terengganu
Recreation Centers,4.0,Kidzooona AEON Bukit Mertajam,Other
Gyms & Studios,5.0,Brolab Gym,Selangor
Gyms & Studios,4.6,Gympark Fitness Pandamaran,Selangor
Fishing & Hunting,4.1,TCE Tackles Sdn Bhd,Kedah
Fishing & Hunting,4.1,TCE Tackles Sdn Bhd,Pahang
Gyms & Studios,4.0,7 DAYS FITNESS KULAI BRANCH,Johor
Recreation Centers,4.4,LCS Sport Arena,Pahang
Fishing & Hunting,4.3,TCE Tackles Sdn Bhd,Sabah
Gyms & Studios,3.7,Celebrity Fitness Gym - NU Sentral,Kuala Lumpur
Gyms & Studios,4.1,RedLine Gym Kuantan Pahang,Pahang
Ball Sports,3.8,JJ Futsal,Selangor
Gyms & Studios,4.4,Anytime Fitness KL Gateway,Kuala Lumpur
Team Sports & Fields,4.0,New Vision Badminton Court,Selangor
Gyms & Studios,4.0,Celebrity Fitness Gym - Jaya One,Selangor
Recreation Centers,4.0,Sentosa Sports Centre,Sarawak
Fishing & Hunting,4.2,TCE Tackles Sdn Bhd,Sarawak
Fishing & Hunting,4.3,TCE Tackles Sdn Bhd,Kedah
Fishing & Hunting,4.8,TCE Tackles Sdn Bhd,Terengganu
Recreation Centers,4.4,Ace Sports World @ Rooftop Lotus's Kepong,Kuala Lumpur
Fishing & Hunting,4.4,TCE Tackles Sdn Bhd,Selangor
Fishing & Hunting,3.9,TCE Tackles Sdn Bhd,Selangor
Gyms & Studios,4.6,"Brother Gym & Fitness, Kangar, Perlis",Perlis
Gyms & Studios,4.5,Camp5 Climbing Gym,Kuala Lumpur
Recreation Centers,4.3,Kompleks Sukan Setiawangsa,Kuala Lumpur
Martial Arts & Dojos,4.9,Ultimate Mma Academy /Kickboxing /Jiujitsu & Muay Thai,Johor
Recreation Centers,4.3,Perling Badminton Court,Johor
Fishing & Hunting,4.2,Northern Pro Tackle sdn bhd,Other
Fishing & Hunting,4.4,Ah Kaw Tackle Taman Cendana Shimano Daiwa Abu Garcia Xzoga Daiichi Gtech Hasamu Fixory dealer,Johor
Martial Arts & Dojos,4.9,TAEKWONDO RAWANG HYPERMAX ACADEMY,Selangor
Recreation Centers,4.0,Penang Indoor Archery X (Level 6),Penang
Recreation Centers,4.4,Stadium PUSAT SUKAN UTHM,Johor
Gyms & Studios,4.8,HYPE CLUB FITNESS,Selangor
Fishing & Hunting,4.5,Kolam Pancing Udang Galah Kempas,Johor
Gyms & Studios,4.8,Anytime Fitness Tasek Central,Johor
Gyms & Studios,4.0,Gympark Fitness Jenjarom,Selangor
Fishing & Hunting,4.0,A Ling Tackle,Pahang
Other Outdoor & Lawn Sports,4.0,Dewan Badminton,Johor
Gyms & Studios,4.4,Five X Fitness,Penang
Team Sports & Fields,4.2,Pro One Badminton Centre (Pro One),Johor
Other Outdoor & Lawn Sports,3.9,Dewan An-Nisa Pondok Labu Kulim,Kedah
Other Outdoor & Lawn Sports,4.3,Manjung Badminton Arena,Perak
Saunas & Spas,3.8,Palacio Centre,Johor
Other Outdoor & Lawn Sports,4.2,Dewan Persatuan Badminton Bumiputra Sarawak,Sarawak
Fishing & Hunting,4.0,TCE Tackles Sdn Bhd,Negeri Sembilan
Recreation Centers,4.2,PJ Palms Sports Centre (old),Selangor
Recreation Centers,4.2,Daiman Sri Skudai Sports Center,Johor
Gyms & Studios,4.5,Galaxy FIT Fitness,Johor
Gyms & Studios,4.9,SILVERMANIA FITNESSGROUND,Perak
Gyms & Studios,4.5,iFITness & Gym,Sarawak
Gyms & Studios,4.6,SURIA GYM GROUP SDN BHD & LADY'S GYM,Johor
Golf & Driving Ranges,4.1,Kelab Golf Sarawak,Sarawak
Fishing & Hunting,4.5,Ulu Bendul Fish Valley,Negeri Sembilan
Golf & Driving Ranges,4.1,Kelab Rahman Putra Malaysia,Selangor
Gyms & Studios,3.9,Dynastic Fitness Centre,Perak
Recreation Centers,4.1,Pakalangan Bay,Sabah
Saunas & Spas,4.7,Aurora Muslimah Salon & Spa,Selangor
Golf & Driving Ranges,4.2,13 Aces starhill driving range,Johor
Team Sports & Fields,4.2,Footballhub @ Rimbayu,Selangor
Gyms & Studios,4.9,Black Panda Fitness Kepong,Kuala Lumpur
Team Sports & Fields,4.2,Batu Lanchang Basketball Court,Penang
Other Outdoor & Lawn Sports,4.0,A zone Baskball Court,Other
Gyms & Studios,4.6,Muscle House Fitness Center,Melaka
Gyms & Studios,4.2,DMS GYM,Selangor
Gyms & Studios,4.0,Fitness First Gym - Cheras Leisure Mall,Kuala Lumpur
Fishing & Hunting,4.5,TCE Tackles Sdn Bhd,Kedah
Recreation Centers,4.4,Amanjaya Sports Arena,Kedah
Recreation Centers,4.6,Gaya Garden,Johor
Other Outdoor & Lawn Sports,3.9,Dewan Badminton Padang Temusu,Kedah
Golf & Driving Ranges,4.4,The Royal Selangor Golf Club,Kuala Lumpur
Fishing & Hunting,3.8,HG Kolam Pancing Ban Pecah,Perak
Gyms & Studios,5.0,Ashtanga Yoga Therapy Centre Seremban,Negeri Sembilan
Golf & Driving Ranges,3.9,Starhill Golf & Country Club,Johor
Recreation Centers,3.9,Ranau Rabbit Farm,Sabah
Gyms & Studios,4.7,WOW Fitness TTDI,Kuala Lumpur
Fishing & Hunting,3.9,Kedai Pancing Orchid Tackle,Selangor
Other Outdoor & Lawn Sports,4.2,Pro One Badminton Court Cheras,Selangor
Fishing & Hunting,4.5,Peralatan Memancing Ikan Qiao Yen,Selangor
Gyms & Studios,4.6,Bolder Ventures Climbing Gym,Selangor
Gyms & Studios,4.3,World Fitness Gym,Penang
Other Outdoor & Lawn Sports,4.1,Sport Heroes,Selangor
Skating & Rinks,3.5,Blue Ice Skating Rink @ Sunway 163 Mall,Kuala Lumpur
Ball Sports,4.5,BB Sport Arena,Other
Gyms & Studios,3.9,Fitness First Gym - The Gardens Mall,Kuala Lumpur
Fishing & Hunting,4.6,King Fisher Tackle (kk),Sabah
Gyms & Studios,4.9,Iron Man Gym & Fitness,Selangor
Recreation Centers,4.4,222 Sports Centre PJ,Selangor
Gyms & Studios,4.6,TRIBE Boxing Studio - Tropicana (TG),Selangor
Recreation Centers,4.2,TSI Sports Arena Cyberjaya,Selangor
Gyms & Studios,4.6,The Gym Box,Sarawak
Golf & Driving Ranges,4.3,Kota Permai Golf & Country Club,Selangor
Saunas & Spas,4.2,Pusat Refleksologi Tradisional Shu Xin - Mahkota Cheras Branch,Selangor
Fishing & Hunting,4.0,Kolam D'Semarak Air Masin,Selangor
Team Sports & Fields,4.3,Juara Badminton Arena,Sabah
Other Outdoor & Lawn Sports,4.2,Dewan Badminton Bandar Lahat Baru,Perak
Gyms & Studios,4.0,West Point Gym,Selangor
Gyms & Studios,5.0,Combine Training,Pahang
Ball Sports,4.4,D' Futsal Center,Perlis
Gyms & Studios,3.4,Celebrity Fitness Gym - Dpulze,Selangor
Gyms & Studios,4.6,BUMP Bouldering Jaya One,Selangor
Recreation Centers,4.0,Sport Centre 88,Selangor
Gyms & Studios,5.0,seven star gym block 86,Other
Other Outdoor & Lawn Sports,4.7,HAVONA BADMINTON SPORTS CENTRE,Johor
Ball Sports,4.2,Legend Futsal Indera Mahkota,Pahang
Ball Sports,4.5,Bayuemas Cricket Oval,Selangor
Gyms & Studios,4.0,Anytime Fitness Setiawangsa,Kuala Lumpur
Saunas & Spas,4.9,AY Beauty And Spa (Female),Other
Golf & Driving Ranges,4.3,Mount Kinabalu Golf Club,Sabah
Fishing & Hunting,4.6,Taiping Fishing Tackle,Perak
Fishing & Hunting,4.4,Kolam Pancing Air Masin Abah23 Paradise Sungai Nibong,Selangor
Gyms & Studios,4.6,Langkawi Gym and Fitness,Kedah
Gyms & Studios,4.3,HIITREBEL TRAINING CLUB,Kuala Lumpur
Gyms & Studios,4.6,J.C Pro Fitness GYM (Kuchai Lama),Kuala Lumpur
Fishing & Hunting,4.4,Bangi Fishing Tackle,Selangor
Fishing & Hunting,4.2,Pertama Fishing Shop (Telok Panglima Garang),Selangor
Gyms & Studios,5.0,Beats Studio Kuching,Sarawak
