name,lat,lon,category,traffic_score,rating,state
Rumah Rakit Maraie Kg Padang Rumbia,3.53044846,103.19775934,Fishing & Hunting,50.71,4.5,Pahang
Kelab Golf Negara Subang,3.08780397,101.5923792,Golf & Driving Ranges,69.71,4.2,Selangor
Suria Strong Fit Gym,1.48254752,103.68356477,Gyms & Studios,41.0,4.7,Johor
Bubble Sports Complex Tebrau,1.55171532,103.7917391,Recreation Centers,36.57,4.7,Johor
GoFit - Plaza Mont Kiara,3.16600697,101.64940861,Gyms & Studios,43.57,4.4,Kuala Lumpur
Fitness First Gym – 1 Mont Kiara,3.16570718,101.65057534,Gyms & Studios,35.0,3.2,Kuala Lumpur
Good Juju Barbell Club,3.14606245,101.65929881,Gyms & Studios,39.33,4.9,Kuala Lumpur
The One Fitness,3.21372161,101.62895569,Gyms & Studios,60.29,5.0,Kuala Lumpur
Pickle Social Club,3.14095648,101.64141968,Other Outdoor & Lawn Sports,41.86,4.6,Kuala Lumpur
BHub Bouldering,3.10036789,101.6293642,Gyms & Studios,65.14,4.5,Selangor
BUMP Bouldering Pavilion Bukit Jalil,3.04986414,101.66953929,Gyms & Studios,62.57,4.3,Kuala Lumpur
Anytime Fitness Ara Damansara (Dana13),3.1111866,101.57995681,Gyms & Studios,33.0,2.3,Selangor
Anytime Fitness Megah Rise,3.11436358,101.60912132,Gyms & Studios,29.71,3.8,Selangor
Lepak Gym,3.04214617,101.42316124,Gyms & Studios,62.29,5.0,Selangor
Fitnacle Kota Kemuning,2.99377312,101.52771212,Gyms & Studios,55.14,4.9,Selangor
Kampung Gym (Austin),1.54288282,103.76981787,Gyms & Studios,50.29,4.9,Johor
The Flow Studio - Yoga & Pilates | Bangsar,3.12751843,101.67186132,Gyms & Studios,57.71,4.7,Kuala Lumpur
Level Up Fitness Xpress Metrocity (24-Hour Gym),1.56709133,110.30137521,Gyms & Studios,26.43,4.8,Sarawak
GoTeam Sports Complex,3.08073979,101.45154244,Recreation Centers,19.86,4.2,Selangor
Believe Fitness Jaya Shopping Center,3.10912131,101.63467029,Gyms & Studios,23.29,5.0,Selangor
Anytime Fitness Bukit Bintang,3.14802718,101.71559166,Gyms & Studios,41.43,4.6,Kuala Lumpur
Anytime Fitness Jalan Ampang,3.16007734,101.73432128,Gyms & Studios,33.29,4.5,Kuala Lumpur
PUMP FITNESS KL,3.12120418,101.73596772,Gyms & Studios,50.86,4.9,Kuala Lumpur
Maxout Fitness PRO SERIES ( Bukit Mertajam ),5.36500154,100.44393127,Gyms & Studios,52.71,4.8,Other
TNT Fitness Pro,3.05801026,101.58997039,Gyms & Studios,36.57,4.9,Selangor
PUMP FITNESS SUBANG,3.07091778,101.59470891,Gyms & Studios,62.71,5.0,Selangor
"Republic Fitness KK, Centre Point Sabah",5.97862021,116.06972724,Gyms & Studios,66.29,4.9,Sabah
"24-Hour Gym: Anytime Fitness 16 Sierra Puchong, Sierra Fresco.",2.97479637,101.65240752,Gyms & Studios,40.43,4.7,Selangor
Jal Yoga Malaysia (Megah Rise Studio),3.11436336,101.60912133,Gyms & Studios,33.29,4.6,Selangor
The Club Driving Range,3.15024496,101.59963724,Golf & Driving Ranges,47.57,4.1,Selangor
R3 Fitness,1.49629418,103.77524151,Gyms & Studios,42.86,4.3,Johor
TCE Tackles Sdn Bhd,5.34532025,100.22712512,Fishing & Hunting,55.43,4.3,Other
Sion Lee Trading Company,2.27989724,111.83463327,Fishing & Hunting,64.0,4.5,Sarawak
Champion Badminton Court,3.12641758,101.60704067,Other Outdoor & Lawn Sports,53.43,4.0,Selangor
Rainbow Runner Asia Sdn. Bhd,3.20508229,101.75464596,Water & Aquatic Sports,49.4,4.3,Selangor
Shark Fin Swim Academy,2.99234917,101.61869688,Recreation Centers,26.5,4.6,Selangor
Jumpa D'Gym,2.93854713,101.70636237,Gyms & Studios,35.29,5.0,Putrajaya
M SPORTS ARENA,3.20335832,101.64925522,Other Outdoor & Lawn Sports,37.86,4.6,Kuala Lumpur
"LaVista Arena, Bangi Resort Hotel",2.95504687,101.76388339,Team Sports & Fields,14.86,4.4,Selangor
Tops Arena Empire,3.05389754,101.73519044,Team Sports & Fields,53.43,4.5,Kuala Lumpur
Alpha Badminton Complex Bukit Serdang,3.0238933,101.68969335,Team Sports & Fields,33.29,4.3,Selangor
Setapak Badminton Centre,3.1978988,101.7216164,Team Sports & Fields,34.57,4.3,Kuala Lumpur
Optima Utama Sport Center,2.99286691,101.63833213,Other Outdoor & Lawn Sports,19.14,3.9,Selangor
CPS Serdang Badminton Centre,3.01350232,101.69273811,Team Sports & Fields,36.0,4.3,Selangor
Pusat Badminton 148,3.85339456,103.32067011,Other Outdoor & Lawn Sports,34.57,4.5,Pahang
One Tiger Arena,2.98334649,101.8148896,Recreation Centers,29.71,4.4,Selangor
Matrik Shuttle Court,3.12987733,101.71291494,Recreation Centers,39.29,4.1,Kuala Lumpur
Dewan Badminton Cikgu Nie,6.15224569,102.20626144,Other Outdoor & Lawn Sports,30.57,4.7,Kelantan
Satellite Sports Tampoi JB,1.52353681,103.74654314,Other Outdoor & Lawn Sports,25.0,4.8,Johor
TCE Tackles Sdn Bhd,2.28296387,102.21281728,Fishing & Hunting,60.0,4.7,Melaka
Kolam Pancing NSS Fishing Village 渔你同乐,2.27939229,102.23429064,Fishing & Hunting,47.43,4.3,Melaka
1stopfishing Bahau,2.80582228,102.40731617,Fishing & Hunting,68.67,4.6,Negeri Sembilan
TCE Tackles Sdn Bhd,5.14627145,100.46806643,Fishing & Hunting,61.71,4.5,Other
Ultralight Anglers Fishing Tackle,4.82218372,100.70323772,Fishing & Hunting,38.71,5.0,Perak
TCE Tackles Sdn Bhd,3.41843127,101.18395865,Fishing & Hunting,51.71,4.4,Selangor
Umpan udang hidup Kg Keluncur,6.11822198,100.29903722,Fishing & Hunting,34.14,5.0,Kedah
TCE Tackles Sdn Bhd,5.99013958,100.47694434,Fishing & Hunting,50.43,4.8,Kedah
TCE Tackles Sdn Bhd,6.09373486,100.3053018,Fishing & Hunting,51.0,4.7,Kedah
TCE Tackles Sdn Bhd,5.87934644,118.04352089,Fishing & Hunting,66.43,4.4,Sabah
Ha Megah Sports Arena (UNITEN),2.96227858,101.7220509,Recreation Centers,28.71,4.4,Selangor
Kolam Pancing Hari Hari Lai ( 天天来钓虾场),3.08614818,101.40935631,Fishing & Hunting,59.43,4.2,Selangor
DFZ THE GYM,1.64219023,103.60063168,Gyms & Studios,23.43,4.4,Johor
Sweat Sweet Fit Ladies GYM & FITNESS CENTRE (Kulai),1.64714048,103.60083111,Gyms & Studios,33.0,4.7,Johor
Hypertrophy Maniac Gym & Fitness,2.94972287,101.81015295,Gyms & Studios,35.0,4.8,Selangor
Musclehub,2.92462774,101.65238279,Gyms & Studios,38.17,4.7,Selangor
Gym First @ XPark Tambun,4.61956887,101.14573965,Gyms & Studios,43.57,4.6,Perak
Core Fit Gym & Fitness Juru,5.31154677,100.43890967,Gyms & Studios,34.71,4.1,Other
Kyro Fitness Bundusan,5.93291876,116.09614196,Gyms & Studios,41.14,4.8,Sabah
Aisyadelia Cottage Sandakan,5.89979581,117.93616568,Recreation Centers,42.86,4.1,Sabah
Anytime Fitness Setia Alam - The Forum,3.1053961,101.46486158,Gyms & Studios,28.14,3.9,Selangor
Bijak bersatu,1.73038237,103.89170756,Recreation Centers,30.86,4.0,Johor
KTC7 Mini Football Gong Badak,5.38602623,103.07776118,Team Sports & Fields,34.86,4.9,Terengganu
Third Space Pilates - Pulau Tikus,5.43233833,100.30659931,Gyms & Studios,42.0,4.9,Other
Line Pilates & Academy,3.16570735,101.65057533,Gyms & Studios,56.43,4.9,Kuala Lumpur
Kizsports & Gym @ Lotus’s Cheras,3.09910131,101.73196698,Recreation Centers,38.71,4.7,Kuala Lumpur
Kopikids Playcafe,5.38547912,100.54225548,Recreation Centers,44.57,4.8,Kedah
BANGKOK SPA TAMAN SENTOSA,1.49370785,103.7710307,Saunas & Spas,35.0,3.9,Johor
Anson Sport Centre,3.99928629,101.00546841,Other Outdoor & Lawn Sports,52.0,4.3,Perak
Kolam Pancing Udang Puchong 钓虾场 蒲种,3.05885166,101.63799588,Fishing & Hunting,43.86,4.1,Selangor
Gardens Arena,3.28216313,101.53832649,Team Sports & Fields,18.86,4.2,Selangor
Flyproject - (Kapas Heights),3.13682474,101.66191783,Gyms & Studios,54.0,3.9,Kuala Lumpur
MUTANT LAB,3.08476188,101.66823755,Gyms & Studios,33.14,4.8,Kuala Lumpur
Kolam Memancing Udang Harimau Ampangan,2.72616284,101.97038189,Fishing & Hunting,57.0,5.0,Negeri Sembilan
Pusat Memancing & Rekreasi A&A,1.88784582,102.67645082,Fishing & Hunting,56.43,3.7,Johor
Naam Kheung Cheras Badminton Centre,3.11886913,101.72047543,Other Outdoor & Lawn Sports,37.86,4.2,Kuala Lumpur
Fitness First Gym - Avenue K,3.15948195,101.71093448,Gyms & Studios,58.71,4.0,Kuala Lumpur
Kedah Badminton Association,6.15154415,100.36130277,Team Sports & Fields,29.0,4.3,Kedah
TCE Tackles Sdn Bhd,5.34942885,100.46972585,Fishing & Hunting,61.29,4.4,Other
W Fishing Station,3.05294954,101.73546774,Fishing & Hunting,45.0,4.6,Kuala Lumpur
Curves Setia Alam,3.12776575,101.46563549,Gyms & Studios,47.33,5.0,Selangor
Celebrity Fitness Lotus’s Kepong,3.19367876,101.63106545,Gyms & Studios,49.57,3.5,Kuala Lumpur
Manjung Indoor Sports Arena,4.20202335,100.67603695,Recreation Centers,36.57,4.2,Perak
MST Golf Pro Shop Glenmarie GCC,3.0943521,101.57296364,Golf & Driving Ranges,62.86,3.9,Selangor
Hi5 MYY,4.41519545,114.01021481,Recreation Centers,48.57,4.8,Sarawak
Camp5 Climbing Gym,3.09057295,101.55728756,Gyms & Studios,51.71,4.6,Selangor
Sport Complex Grand Kampar,4.32847174,101.14273238,Recreation Centers,43.57,3.8,Perak
Beach Republic,4.33092766,113.96609561,Recreation Centers,40.14,4.0,Sarawak
Echogym Centre,2.88224826,101.7921803,Gyms & Studios,49.86,4.4,Selangor
Kompleks Sukan UNISEL,3.41655593,101.44083169,Gyms & Studios,37.57,4.8,Selangor
Semambu Badminton Centre,3.84025682,103.32931814,Recreation Centers,57.86,4.1,Pahang
Northern Pro Tackle sdn bhd ( sungai petani ),5.67121514,100.50612535,Fishing & Hunting,54.29,3.8,Kedah
UTC Sabah Futsal Court,5.96315459,116.06549665,Ball Sports,35.0,4.2,Sabah
Sports Arena Puchong,3.04159819,101.61797874,Recreation Centers,42.29,4.1,Selangor
Sukan Arena Kuantan,3.78517211,103.28821326,Team Sports & Fields,28.57,4.4,Pahang
VI FITNESS,2.6918528,101.90247416,Gyms & Studios,39.29,4.6,Negeri Sembilan
"Manjung Badminton Club ( Manjung Point, Seri Manjung, Perak )",4.21476951,100.66528973,Team Sports & Fields,41.57,4.1,Perak
Permas Sports Complex,1.50577641,103.82108232,Recreation Centers,43.29,4.0,Johor
TCE Tackles Sdn Bhd,5.73656813,115.93625713,Fishing & Hunting,73.43,4.5,Sabah
Drago Arena Football Field,2.23117616,102.29934823,Team Sports & Fields,21.43,4.1,Melaka
Atlantis Fitness Studio,3.21496295,101.64043918,Gyms & Studios,43.57,5.0,Kuala Lumpur
SJK(C) Sungai Buloh Badminton Centre,3.19501124,101.56711815,Team Sports & Fields,43.57,4.7,Selangor
Epifisherman Boat Charter,3.17421631,101.30830724,Fishing & Hunting,35.71,4.7,Selangor
CPS Rawang Badminton Hall,3.32349763,101.57543071,Team Sports & Fields,33.43,3.0,Selangor
Pickle World,3.0855729,101.62405162,Other Outdoor & Lawn Sports,36.43,4.0,Selangor
Zelka Sports Centre,3.05559767,101.65457787,Gyms & Studios,45.43,3.9,Selangor
Celebrity Fitness Gym - 1 Utama,3.14941425,101.61366337,Gyms & Studios,40.71,3.9,Selangor
KBOUNCE K-Style Spinning Johor (The Superhuman Project Sdn Bhd),1.56144357,103.73264737,Gyms & Studios,41.29,5.0,Johor
24-Hour Gym: Anytime Fitness Quayside Mall Gamuda Kemuning,2.95630154,101.55023779,Gyms & Studios,34.57,4.7,Selangor
Airon Golf Driving Range @ Marina Island Lumut,4.21019973,100.60303796,Golf & Driving Ranges,41.57,5.0,Perak
Kompleks Sukan Bangsar,3.13359174,101.66487027,Recreation Centers,61.14,4.1,Kuala Lumpur
Fitworx Fitness Studio @ Denai Alam,3.16145294,101.50874075,Gyms & Studios,39.14,4.0,Selangor
"Kolam Pancing Udang Harimau Taman Perling, JB.",1.48411693,103.67711119,Fishing & Hunting,42.57,4.3,Johor
Anytime Fitness SqWhere Sungai Buloh,3.19711024,101.57517047,Gyms & Studios,28.86,4.1,Selangor
Gentle Pilates & Prenatal Postnatal Pilates,3.03414682,101.55991921,Gyms & Studios,47.43,5.0,Selangor
PWRHOUSE Fitness Studio @ Hartamas,3.15992251,101.64294961,Gyms & Studios,56.57,4.6,Kuala Lumpur
TRIBE Boxing Studio - Mont Kiara (MK),3.16821867,101.64882856,Gyms & Studios,43.14,4.7,Kuala Lumpur
Futsal Future Sport Centre,5.17037482,100.47828761,Recreation Centers,22.86,4.0,Penang
TCE Tackles Sdn Bhd,5.8089309,100.47628664,Fishing & Hunting,66.86,4.2,Kedah
The Kingdom Fitness,5.33148991,100.4835444,Gyms & Studios,58.0,4.6,Other
Kolam Pancing Seksyen 24,3.03588087,101.51823977,Fishing & Hunting,29.0,4.2,Selangor
FISHING KINGDOM SG BURUNG,3.97799167,100.70295792,Fishing & Hunting,51.83,3.6,Perak
Sports Arena @ UNITEN,2.96936583,101.72546576,Recreation Centers,37.83,4.6,Selangor
Kolam Pancing Fish Garden 2,3.17184859,101.3084023,Fishing & Hunting,35.86,5.0,Selangor
Babel TTDI,3.15242013,101.62037436,Gyms & Studios,43.71,4.6,Kuala Lumpur
TCE Tackles Sdn Bhd,4.63421355,103.43499442,Fishing & Hunting,59.0,4.3,Terengganu
Kidzooona AEON Bukit Mertajam,5.3190661,100.47549769,Recreation Centers,47.71,4.0,Other
Brolab Gym,3.1141637,101.63849731,Gyms & Studios,35.86,5.0,Selangor
Gympark Fitness Pandamaran,3.00651681,101.4157062,Gyms & Studios,39.57,4.6,Selangor
TCE Tackles Sdn Bhd,5.42556823,100.53390694,Fishing & Hunting,56.86,4.1,Kedah
TCE Tackles Sdn Bhd,3.48887284,103.39232849,Fishing & Hunting,50.43,4.1,Pahang
7 DAYS FITNESS KULAI BRANCH,1.64240496,103.61133331,Gyms & Studios,34.0,4.0,Johor
LCS Sport Arena,3.48850748,102.32745949,Recreation Centers,27.29,4.4,Pahang
TCE Tackles Sdn Bhd,4.24356571,117.89393351,Fishing & Hunting,70.14,4.3,Sabah
Celebrity Fitness Gym - NU Sentral,3.13339756,101.68533525,Gyms & Studios,46.71,3.7,Kuala Lumpur
RedLine Gym Kuantan Pahang,3.81483351,103.28556067,Gyms & Studios,56.57,4.1,Pahang
JJ Futsal,3.12185783,101.42094268,Ball Sports,51.14,3.8,Selangor
Anytime Fitness KL Gateway,3.11440435,101.66054913,Gyms & Studios,29.14,4.4,Kuala Lumpur
New Vision Badminton Court,3.11279575,101.63464964,Team Sports & Fields,38.57,4.0,Selangor
Celebrity Fitness Gym - Jaya One,3.11710759,101.63272524,Gyms & Studios,34.57,4.0,Selangor
Sentosa Sports Centre,1.4630493,110.33449334,Recreation Centers,40.14,4.0,Sarawak
TCE Tackles Sdn Bhd,1.57497373,110.29401778,Fishing & Hunting,65.86,4.2,Sarawak
TCE Tackles Sdn Bhd,6.13925333,100.36040744,Fishing & Hunting,70.86,4.3,Kedah
TCE Tackles Sdn Bhd,4.75955377,103.41546073,Fishing & Hunting,60.57,4.8,Terengganu
Ace Sports World @ Rooftop Lotus's Kepong,3.19325664,101.6310606,Recreation Centers,62.57,4.4,Kuala Lumpur
TCE Tackles Sdn Bhd,3.15023531,101.43524057,Fishing & Hunting,73.57,4.4,Selangor
TCE Tackles Sdn Bhd,2.94488948,101.84248724,Fishing & Hunting,63.71,3.9,Selangor
"Brother Gym & Fitness, Kangar, Perlis",6.43940627,100.19139028,Gyms & Studios,53.29,4.6,Perlis
Camp5 Climbing Gym,3.14426492,101.70823532,Gyms & Studios,39.14,4.5,Kuala Lumpur
Kompleks Sukan Setiawangsa,3.2000021,101.74826792,Recreation Centers,55.86,4.3,Kuala Lumpur
Ultimate Mma Academy /Kickboxing /Jiujitsu & Muay Thai,1.55235583,103.78218855,Martial Arts & Dojos,29.71,4.9,Johor
Perling Badminton Court,1.48330991,103.68323996,Recreation Centers,42.86,4.3,Johor
Northern Pro Tackle sdn bhd,5.38523872,100.39085881,Fishing & Hunting,53.17,4.2,Other
Ah Kaw Tackle Taman Cendana Shimano Daiwa Abu Garcia Xzoga Daiichi Gtech Hasamu Fixory dealer,1.48727277,103.91224075,Fishing & Hunting,57.43,4.4,Johor
TAEKWONDO RAWANG HYPERMAX ACADEMY,3.31803087,101.53424597,Martial Arts & Dojos,54.8,4.9,Selangor
Penang Indoor Archery X (Level 6),5.40579349,100.33326315,Recreation Centers,69.29,4.0,Penang
Stadium PUSAT SUKAN UTHM,1.85312563,103.08246323,Recreation Centers,48.14,4.4,Johor
HYPE CLUB FITNESS,3.1609094,101.51083356,Gyms & Studios,38.71,4.8,Selangor
Kolam Pancing Udang Galah Kempas,1.52469456,103.72104441,Fishing & Hunting,44.0,4.5,Johor
Anytime Fitness Tasek Central,1.51400328,103.65294467,Gyms & Studios,32.86,4.8,Johor
Gympark Fitness Jenjarom,2.87495884,101.49959032,Gyms & Studios,27.0,4.0,Selangor
A Ling Tackle,3.44493012,102.42192891,Fishing & Hunting,67.33,4.0,Pahang
Dewan Badminton,1.50308281,103.88230383,Other Outdoor & Lawn Sports,57.17,4.0,Johor
Five X Fitness,5.33247456,100.27333749,Gyms & Studios,43.0,4.4,Penang
Pro One Badminton Centre (Pro One),1.49768552,103.65465075,Team Sports & Fields,45.29,4.2,Johor
Dewan An-Nisa Pondok Labu Kulim,5.39113255,100.53608337,Other Outdoor & Lawn Sports,43.43,3.9,Kedah
Manjung Badminton Arena,4.17179069,100.70660583,Other Outdoor & Lawn Sports,53.57,4.3,Perak
Palacio Centre,1.46974585,103.75571058,Saunas & Spas,47.33,3.8,Johor
Dewan Persatuan Badminton Bumiputra Sarawak,1.59724646,110.33295654,Other Outdoor & Lawn Sports,69.43,4.2,Sarawak
TCE Tackles Sdn Bhd,2.80665113,102.4064345,Fishing & Hunting,56.0,4.0,Negeri Sembilan
PJ Palms Sports Centre (old),3.10168751,101.64325275,Recreation Centers,55.14,4.2,Selangor
Daiman Sri Skudai Sports Center,1.54615748,103.65283885,Recreation Centers,29.29,4.2,Johor
Galaxy FIT Fitness,1.51741028,103.62939267,Gyms & Studios,43.71,4.5,Johor
SILVERMANIA FITNESSGROUND,4.21632096,100.69068947,Gyms & Studios,57.67,4.9,Perak
iFITness & Gym,1.49799737,110.36981818,Gyms & Studios,40.71,4.5,Sarawak
SURIA GYM GROUP SDN BHD & LADY'S GYM,1.54429245,103.62779632,Gyms & Studios,38.43,4.6,Johor
Kelab Golf Sarawak,1.5947147,110.34623141,Golf & Driving Ranges,53.43,4.1,Sarawak
Ulu Bendul Fish Valley,2.73558865,102.09569866,Fishing & Hunting,49.67,4.5,Negeri Sembilan
Kelab Rahman Putra Malaysia,3.21929784,101.55068971,Golf & Driving Ranges,64.86,4.1,Selangor
Dynastic Fitness Centre,4.63727595,101.13053712,Gyms & Studios,38.29,3.9,Perak
Pakalangan Bay,4.37167615,118.55180486,Recreation Centers,31.86,4.1,Sabah
Aurora Muslimah Salon & Spa,2.99990016,101.52366914,Saunas & Spas,38.43,4.7,Selangor
13 Aces starhill driving range,1.56694576,103.71733527,Golf & Driving Ranges,54.14,4.2,Johor
Footballhub @ Rimbayu,2.94108667,101.54412697,Team Sports & Fields,22.57,4.2,Selangor
Black Panda Fitness Kepong,3.2138559,101.62982762,Gyms & Studios,42.86,4.9,Kuala Lumpur
Batu Lanchang Basketball Court,5.38494678,100.30485166,Team Sports & Fields,35.43,4.2,Penang
A zone Baskball Court,5.3986705,100.39951627,Other Outdoor & Lawn Sports,60.29,4.0,Other
Muscle House Fitness Center,2.19662657,102.23612584,Gyms & Studios,45.86,4.6,Melaka
DMS GYM,2.91646731,101.86133484,Gyms & Studios,60.14,4.2,Selangor
Fitness First Gym - Cheras Leisure Mall,3.09074981,101.74033839,Gyms & Studios,72.43,4.0,Kuala Lumpur
TCE Tackles Sdn Bhd,5.60663051,100.63771588,Fishing & Hunting,72.0,4.5,Kedah
Amanjaya Sports Arena,5.6722519,100.50803196,Recreation Centers,33.14,4.4,Kedah
Gaya Garden,1.56547844,103.79968453,Recreation Centers,36.29,4.6,Johor
Dewan Badminton Padang Temusu,5.60282354,100.46713847,Other Outdoor & Lawn Sports,19.14,3.9,Kedah
The Royal Selangor Golf Club,3.14535477,101.72350141,Golf & Driving Ranges,65.86,4.4,Kuala Lumpur
HG Kolam Pancing Ban Pecah,5.06374144,100.37541543,Fishing & Hunting,53.5,3.8,Perak
Ashtanga Yoga Therapy Centre Seremban,2.71316967,101.90995695,Gyms & Studios,33.43,5.0,Negeri Sembilan
Starhill Golf & Country Club,1.5648613,103.7190161,Golf & Driving Ranges,82.0,3.9,Johor
Ranau Rabbit Farm,5.91924418,116.67326457,Recreation Centers,44.57,3.9,Sabah
WOW Fitness TTDI,3.15379093,101.61998922,Gyms & Studios,36.29,4.7,Kuala Lumpur
Kedai Pancing Orchid Tackle,3.04974021,101.44408022,Fishing & Hunting,70.14,3.9,Selangor
Pro One Badminton Court Cheras,3.0631763,101.75504236,Other Outdoor & Lawn Sports,19.14,4.2,Selangor
Peralatan Memancing Ikan Qiao Yen,3.31996145,101.57269422,Fishing & Hunting,63.29,4.5,Selangor
Bolder Ventures Climbing Gym,3.04505495,101.60230961,Gyms & Studios,61.71,4.6,Selangor
World Fitness Gym,5.39362958,100.27404141,Gyms & Studios,49.29,4.3,Penang
Sport Heroes,3.16150478,101.56687642,Other Outdoor & Lawn Sports,37.14,4.1,Selangor
Blue Ice Skating Rink @ Sunway 163 Mall,3.16643278,101.6492393,Skating & Rinks,59.57,3.5,Kuala Lumpur
BB Sport Arena,5.29582185,100.27795226,Ball Sports,52.43,4.5,Other
Fitness First Gym - The Gardens Mall,3.11838516,101.67345666,Gyms & Studios,41.86,3.9,Kuala Lumpur
King Fisher Tackle (kk),6.00180037,116.12481864,Fishing & Hunting,73.29,4.6,Sabah
Iron Man Gym & Fitness,3.00365528,101.39636556,Gyms & Studios,34.43,4.9,Selangor
222 Sports Centre PJ,3.09543952,101.62840195,Recreation Centers,48.86,4.4,Selangor
TRIBE Boxing Studio - Tropicana (TG),3.14890233,101.59233219,Gyms & Studios,50.29,4.6,Selangor
TSI Sports Arena Cyberjaya,2.92696046,101.65826758,Recreation Centers,48.86,4.2,Selangor
The Gym Box,1.52810551,110.33815682,Gyms & Studios,60.17,4.6,Sarawak
Kota Permai Golf & Country Club,2.99604127,101.53297528,Golf & Driving Ranges,76.33,4.3,Selangor
Pusat Refleksologi Tradisional Shu Xin - Mahkota Cheras Branch,3.05134438,101.78132057,Saunas & Spas,56.0,4.2,Selangor
Kolam D'Semarak Air Masin,3.46582837,101.66791511,Fishing & Hunting,48.71,4.0,Selangor
Juara Badminton Arena,5.87229732,116.05481878,Team Sports & Fields,44.43,4.3,Sabah
Dewan Badminton Bandar Lahat Baru,4.53941533,101.03855151,Other Outdoor & Lawn Sports,43.71,4.2,Perak
West Point Gym,2.87891071,101.66321476,Gyms & Studios,43.17,4.0,Selangor
Combine Training,3.82042631,103.32684672,Gyms & Studios,55.17,5.0,Pahang
D' Futsal Center,6.47576745,100.21094095,Ball Sports,26.43,4.4,Perlis
Celebrity Fitness Gym - Dpulze,2.9222052,101.64838022,Gyms & Studios,38.29,3.4,Selangor
BUMP Bouldering Jaya One,3.11746854,101.63252531,Gyms & Studios,52.57,4.6,Selangor
Sport Centre 88,3.24078241,101.44642832,Recreation Centers,33.14,4.0,Selangor
seven star gym block 86,5.33834061,100.27583688,Gyms & Studios,58.29,5.0,Other
HAVONA BADMINTON SPORTS CENTRE,2.02614962,103.29540498,Other Outdoor & Lawn Sports,43.43,4.7,Johor
Legend Futsal Indera Mahkota,3.81367271,103.2840644,Ball Sports,29.29,4.2,Pahang
Bayuemas Cricket Oval,2.97803883,101.43507361,Ball Sports,16.71,4.5,Selangor
Anytime Fitness Setiawangsa,3.17754045,101.74808584,Gyms & Studios,34.43,4.0,Kuala Lumpur
AY Beauty And Spa (Female),5.37236662,100.46154628,Saunas & Spas,71.71,4.9,Other
Mount Kinabalu Golf Club,6.03099544,116.59596115,Golf & Driving Ranges,47.43,4.3,Sabah
Taiping Fishing Tackle,4.87610381,100.72491493,Fishing & Hunting,52.17,4.6,Perak
Kolam Pancing Air Masin Abah23 Paradise Sungai Nibong,3.59878813,101.05547212,Fishing & Hunting,39.67,4.4,Selangor
Langkawi Gym and Fitness,6.32843611,99.82011797,Gyms & Studios,62.71,4.6,Kedah
HIITREBEL TRAINING CLUB,3.16700191,101.6497057,Gyms & Studios,32.14,4.3,Kuala Lumpur
J.C Pro Fitness GYM (Kuchai Lama),3.09143681,101.68657319,Gyms & Studios,34.86,4.6,Kuala Lumpur
Bangi Fishing Tackle,2.90065384,101.77928877,Fishing & Hunting,19.17,4.4,Selangor
Pertama Fishing Shop (Telok Panglima Garang),2.91204314,101.46994678,Fishing & Hunting,65.5,4.2,Selangor
Beats Studio Kuching,1.52270634,110.34099134,Gyms & Studios,30.14,5.0,Sarawak
